be94f275-223c-46bd-8efd-fafa03872368 Q0 647274378338549760 1 11.88599967956543 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 640690993621155840 2 10.851499557495117 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 638503321553256448 3 10.545499801635742 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 638501569319702528 4 10.474200248718262 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 639622638181027842 5 10.474199295043945 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 641070765207650304 6 10.474198341369629 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 647436457376915456 7 10.474197387695312 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 646325286875856896 8 10.462800025939941 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 639451207677931520 9 10.390700340270996 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 638850597215698944 10 10.343899726867676 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 641876799522254848 11 10.34389877319336 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 639775043577229314 12 10.170299530029297 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 640897062746357760 13 10.17029857635498 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 644702417158668288 14 10.170297622680664 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 639448678109868032 15 10.105799674987793 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 641601828715671552 16 10.105798721313477 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 639318935481925632 17 10.06029987335205 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 644897997034098688 18 10.009400367736816 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 646039143345065984 19 9.992600440979004 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 645303906403262464 20 9.981399536132812 rank
be94f275-223c-46bd-8efd-fafa03872368 Q0 643054315821772800 21 9.915200233459473 rank
