44 Q0 fcff81a7-2019-04-18T17:19:43Z-00001-000 1 10.968700408935547 rank
44 Q0 fcff81a7-2019-04-18T17:19:43Z-00000-000 2 10.89430046081543 rank
44 Q0 b38b6b92-2019-04-18T13:11:31Z-00002-000 3 10.82919979095459 rank
44 Q0 e95c9f90-2019-04-18T13:42:54Z-00005-000 4 10.156299591064453 rank
44 Q0 a9586a5-2019-04-18T15:18:07Z-00001-000 5 9.822400093078613 rank
44 Q0 5666d2e5-2019-04-18T12:54:00Z-00002-000 6 9.730199813842773 rank
44 Q0 7068d2b9-2019-04-18T18:58:24Z-00004-000 7 9.54699993133545 rank
44 Q0 9df1ccdc-2019-04-18T17:38:07Z-00005-000 8 9.512299537658691 rank
44 Q0 7c0b669f-2019-04-18T18:19:34Z-00000-000 9 9.3996000289917 rank
44 Q0 4f3adbc7-2019-04-18T12:51:25Z-00002-000 10 9.343999862670898 rank
44 Q0 5666d2e5-2019-04-18T12:54:00Z-00001-000 11 9.298299789428711 rank
44 Q0 1b4be3e0-2019-04-18T12:49:26Z-00002-000 12 9.270400047302246 rank
44 Q0 5fa207c6-2019-04-18T17:59:10Z-00002-000 13 9.253700256347656 rank
44 Q0 2080394b-2019-04-18T15:35:04Z-00004-000 14 9.187399864196777 rank
44 Q0 5fa207c6-2019-04-18T17:59:10Z-00001-000 15 9.165599822998047 rank
44 Q0 e85f616c-2019-04-18T11:55:42Z-00005-000 16 9.101099967956543 rank
44 Q0 9df1ccfb-2019-04-18T17:35:14Z-00007-000 17 9.10099983215332 rank
44 Q0 7068d2b9-2019-04-18T18:58:24Z-00001-000 18 9.044300079345703 rank
44 Q0 4ce497c-2019-04-15T20:22:56Z-00023-000 19 9.006400108337402 rank
44 Q0 e8dd2df4-2019-04-18T13:19:43Z-00005-000 20 8.995499610900879 rank
44 Q0 5e30e768-2019-04-18T19:07:13Z-00000-000 21 8.98799991607666 rank
44 Q0 9016a55d-2019-04-18T14:01:54Z-00002-000 22 8.949399948120117 rank
44 Q0 1b4be3e0-2019-04-18T12:49:26Z-00001-000 23 8.905500411987305 rank
44 Q0 1a514fda-2019-04-17T11:47:23Z-00078-000 24 8.89009952545166 rank
44 Q0 6828d553-2019-04-18T18:48:24Z-00005-000 25 8.883500099182129 rank
44 Q0 2db5fce7-2019-04-18T13:17:49Z-00004-000 26 8.845600128173828 rank
44 Q0 7c0b669f-2019-04-18T18:19:34Z-00001-000 27 8.792900085449219 rank
44 Q0 a4b5fda8-2019-04-18T11:11:55Z-00002-000 28 8.788999557495117 rank
44 Q0 63b4a1cb-2019-04-18T13:13:54Z-00001-000 29 8.700400352478027 rank
44 Q0 9df1ccfb-2019-04-18T17:35:14Z-00006-000 30 8.68589973449707 rank
44 Q0 a9586a5-2019-04-18T15:18:07Z-00000-000 31 8.636699676513672 rank
44 Q0 7068d2b9-2019-04-18T18:58:24Z-00005-000 32 8.574700355529785 rank
44 Q0 7e1d77e4-2019-04-18T13:19:36Z-00004-000 33 8.562600135803223 rank
44 Q0 d0f38086-2019-04-18T18:59:05Z-00003-000 34 8.501099586486816 rank
44 Q0 470ed1f-2019-04-18T19:34:46Z-00005-000 35 8.488200187683105 rank
44 Q0 481724c0-2019-04-18T17:05:27Z-00002-000 36 8.410400390625 rank
44 Q0 9df1ccdc-2019-04-18T17:38:07Z-00004-000 37 8.347999572753906 rank
44 Q0 63b4a1cb-2019-04-18T13:13:54Z-00005-000 38 8.344499588012695 rank
44 Q0 2092a3f-2019-04-18T18:34:37Z-00002-000 39 8.338299751281738 rank
44 Q0 ee035c98-2019-04-18T14:11:59Z-00003-000 40 8.283300399780273 rank
44 Q0 3a618f08-2019-04-18T13:21:20Z-00001-000 41 8.27649974822998 rank
44 Q0 13fc3acf-2019-04-19T12:45:38Z-00023-000 42 8.226200103759766 rank
