264014 Q0 4834547 1 15.493499755859375 rank
264014 Q0 5611210 2 15.432700157165527 rank
264014 Q0 6641238 3 14.878800392150879 rank
264014 Q0 96852 4 14.645999908447266 rank
264014 Q0 96854 5 14.02400016784668 rank
264014 Q0 1610712 6 13.692500114440918 rank
264014 Q0 6337909 7 13.600099563598633 rank
264014 Q0 4239616 8 13.558899879455566 rank
264014 Q0 3666584 9 13.503100395202637 rank
264014 Q0 5386309 10 13.320199966430664 rank
264014 Q0 3764482 11 13.262999534606934 rank
264014 Q0 5635521 12 13.13599967956543 rank
264014 Q0 1610714 13 13.074999809265137 rank
264014 Q0 528379 14 12.991900444030762 rank
264014 Q0 2688537 15 12.977999687194824 rank
264014 Q0 3577342 16 12.943699836730957 rank
264014 Q0 6333841 17 12.918700218200684 rank
264014 Q0 6501719 18 12.804300308227539 rank
264014 Q0 3666583 19 12.735099792480469 rank
264014 Q0 5328095 20 12.616900444030762 rank
264014 Q0 5386314 21 12.61359977722168 rank
264014 Q0 2474341 22 12.579999923706055 rank
264014 Q0 3585842 23 12.392900466918945 rank
264014 Q0 2223171 24 12.3193998336792 rank
264014 Q0 3120993 25 12.296899795532227 rank
264014 Q0 1313260 26 12.290499687194824 rank
264014 Q0 3201487 27 12.286700248718262 rank
264014 Q0 2498165 28 12.25510025024414 rank
264014 Q0 1610709 29 12.209600448608398 rank
264014 Q0 5849270 30 12.174400329589844 rank
264014 Q0 5635519 31 12.144200325012207 rank
264014 Q0 5583426 32 12.08180046081543 rank
264014 Q0 1804644 33 12.079000473022461 rank
264014 Q0 2572557 34 12.000100135803223 rank
264014 Q0 4021598 35 11.93340015411377 rank
264014 Q0 7326934 36 11.921899795532227 rank
264014 Q0 96855 37 11.914600372314453 rank
264014 Q0 7317297 38 11.827300071716309 rank
264014 Q0 528372 39 11.794400215148926 rank
264014 Q0 684616 40 11.725700378417969 rank
264014 Q0 5950723 41 11.717700004577637 rank
264014 Q0 2438164 42 11.712400436401367 rank
264014 Q0 8531389 43 11.574700355529785 rank
264014 Q0 96857 44 11.570500373840332 rank
264014 Q0 96851 45 11.560099601745605 rank
264014 Q0 5587285 46 11.556599617004395 rank
264014 Q0 96856 47 11.556598663330078 rank
264014 Q0 1610713 48 11.517999649047852 rank
264014 Q0 5950725 49 11.517499923706055 rank
264014 Q0 8193533 50 11.515999794006348 rank
264014 Q0 5063302 51 11.494799613952637 rank
264014 Q0 96859 52 11.4621000289917 rank
264014 Q0 1697966 53 11.442099571228027 rank
264014 Q0 5896177 54 11.433899879455566 rank
264014 Q0 3338823 55 11.352100372314453 rank
264014 Q0 6105572 56 11.335000038146973 rank
264014 Q0 7196300 57 11.319600105285645 rank
264014 Q0 5104401 58 11.25979995727539 rank
264014 Q0 331933 59 11.255900382995605 rank
264014 Q0 5950722 60 11.226099967956543 rank
264014 Q0 3338827 61 11.194199562072754 rank
264014 Q0 8008355 62 11.194198608398438 rank
264014 Q0 5063309 63 11.140899658203125 rank
264014 Q0 6555322 64 11.137900352478027 rank
264014 Q0 2991665 65 11.135899543762207 rank
264014 Q0 447992 66 11.126899719238281 rank
264014 Q0 2420367 67 11.084500312805176 rank
264014 Q0 4647186 68 11.067399978637695 rank
264014 Q0 1610710 69 11.065500259399414 rank
264014 Q0 340485 70 11.065499305725098 rank
264014 Q0 340490 71 11.065498352050781 rank
264014 Q0 4125994 72 11.065497398376465 rank
264014 Q0 4834545 73 11.065496444702148 rank
264014 Q0 684618 74 11.065495491027832 rank
264014 Q0 8531391 75 11.065494537353516 rank
264014 Q0 8623794 76 11.03909969329834 rank
264014 Q0 3215992 77 11.038700103759766 rank
264014 Q0 1444280 78 11.004199981689453 rank
264014 Q0 1163962 79 11.002400398254395 rank
264014 Q0 1610711 80 11.002399444580078 rank
264014 Q0 3720137 81 11.002398490905762 rank
264014 Q0 4018134 82 10.98799991607666 rank
264014 Q0 3780879 83 10.963199615478516 rank
264014 Q0 1610706 84 10.940099716186523 rank
264014 Q0 3577344 85 10.939599990844727 rank
264014 Q0 3418861 86 10.888799667358398 rank
264014 Q0 7418044 87 10.888798713684082 rank
264014 Q0 7479686 88 10.888797760009766 rank
264014 Q0 1610708 89 10.878600120544434 rank
264014 Q0 2718300 90 10.872599601745605 rank
264014 Q0 3683674 91 10.842300415039062 rank
264014 Q0 5950719 92 10.835200309753418 rank
264014 Q0 4125993 93 10.817899703979492 rank
264014 Q0 4615176 94 10.817898750305176 rank
264014 Q0 8502491 95 10.81789779663086 rank
264014 Q0 8310921 96 10.809000015258789 rank
264014 Q0 5950724 97 10.75790023803711 rank
264014 Q0 6105566 98 10.757899284362793 rank
264014 Q0 5328096 99 10.743000030517578 rank
264014 Q0 8801660 100 10.742999076843262 rank
104861 Q0 459676 1 15.019599914550781 rank
104861 Q0 5703401 2 14.637900352478027 rank
104861 Q0 5703400 3 14.294099807739258 rank
104861 Q0 409268 4 14.225600242614746 rank
104861 Q0 6351571 5 14.152799606323242 rank
104861 Q0 8260035 6 14.1358003616333 rank
104861 Q0 8495099 7 14.04419994354248 rank
104861 Q0 459675 8 14.00100040435791 rank
104861 Q0 8259116 9 13.887800216674805 rank
104861 Q0 5864693 10 13.744199752807617 rank
104861 Q0 1304632 11 13.665900230407715 rank
104861 Q0 6658615 12 13.5201997756958 rank
104861 Q0 8141081 13 13.479700088500977 rank
104861 Q0 146178 14 13.170900344848633 rank
104861 Q0 1811410 15 13.13129997253418 rank
104861 Q0 7204477 16 13.024299621582031 rank
104861 Q0 6436838 17 12.92080020904541 rank
104861 Q0 5073463 18 12.678899765014648 rank
104861 Q0 8516149 19 12.644599914550781 rank
104861 Q0 314919 20 12.637499809265137 rank
104861 Q0 5379458 21 12.597999572753906 rank
104861 Q0 1365744 22 12.47599983215332 rank
104861 Q0 4961345 23 12.31879997253418 rank
104861 Q0 6788423 24 12.210399627685547 rank
104861 Q0 8400531 25 12.196599960327148 rank
104861 Q0 3925933 26 12.180899620056152 rank
104861 Q0 4930174 27 12.166099548339844 rank
104861 Q0 4197096 28 12.15429973602295 rank
104861 Q0 2600385 29 12.11299991607666 rank
104861 Q0 5598961 30 12.102399826049805 rank
104861 Q0 672931 31 12.040599822998047 rank
104861 Q0 7666364 32 12.034500122070312 rank
104861 Q0 8260037 33 12.026700019836426 rank
104861 Q0 6391586 34 12.013799667358398 rank
104861 Q0 6566321 35 12.013798713684082 rank
104861 Q0 5667474 36 11.963500022888184 rank
104861 Q0 6653676 37 11.9621000289917 rank
104861 Q0 2958127 38 11.92240047454834 rank
104861 Q0 5405670 39 11.882100105285645 rank
104861 Q0 5670527 40 11.864500045776367 rank
104861 Q0 7186729 41 11.856100082397461 rank
104861 Q0 5801822 42 11.819899559020996 rank
104861 Q0 2958133 43 11.805899620056152 rank
104861 Q0 5778133 44 11.730400085449219 rank
104861 Q0 8546162 45 11.71030044555664 rank
104861 Q0 1597773 46 11.66100025177002 rank
104861 Q0 1017092 47 11.656900405883789 rank
104861 Q0 1948963 48 11.653900146484375 rank
104861 Q0 1313691 49 11.643600463867188 rank
104861 Q0 8546679 50 11.610300064086914 rank
104861 Q0 6202527 51 11.609600067138672 rank
104861 Q0 5248340 52 11.602399826049805 rank
