QueryID: 264014 Document ID: 4834547 Rank: 1 Score: 15.493499755859375
QueryID: 264014 Document ID: 5611210 Rank: 2 Score: 15.432700157165527
QueryID: 264014 Document ID: 6641238 Rank: 3 Score: 14.878800392150879
QueryID: 264014 Document ID: 96852 Rank: 4 Score: 14.645999908447266
QueryID: 264014 Document ID: 96854 Rank: 5 Score: 14.02400016784668
QueryID: 264014 Document ID: 1610712 Rank: 6 Score: 13.692500114440918
QueryID: 264014 Document ID: 6337909 Rank: 7 Score: 13.600099563598633
QueryID: 264014 Document ID: 4239616 Rank: 8 Score: 13.558899879455566
QueryID: 264014 Document ID: 3666584 Rank: 9 Score: 13.503100395202637
QueryID: 264014 Document ID: 5386309 Rank: 10 Score: 13.320199966430664
QueryID: 264014 Document ID: 3764482 Rank: 11 Score: 13.262999534606934
QueryID: 264014 Document ID: 5635521 Rank: 12 Score: 13.13599967956543
QueryID: 264014 Document ID: 1610714 Rank: 13 Score: 13.074999809265137
QueryID: 264014 Document ID: 528379 Rank: 14 Score: 12.991900444030762
QueryID: 264014 Document ID: 2688537 Rank: 15 Score: 12.977999687194824
QueryID: 264014 Document ID: 3577342 Rank: 16 Score: 12.943699836730957
QueryID: 264014 Document ID: 6333841 Rank: 17 Score: 12.918700218200684
QueryID: 264014 Document ID: 6501719 Rank: 18 Score: 12.804300308227539
QueryID: 264014 Document ID: 3666583 Rank: 19 Score: 12.735099792480469
QueryID: 264014 Document ID: 5328095 Rank: 20 Score: 12.616900444030762
QueryID: 264014 Document ID: 5386314 Rank: 21 Score: 12.61359977722168
QueryID: 264014 Document ID: 2474341 Rank: 22 Score: 12.579999923706055
QueryID: 264014 Document ID: 3585842 Rank: 23 Score: 12.392900466918945
QueryID: 264014 Document ID: 2223171 Rank: 24 Score: 12.3193998336792
QueryID: 264014 Document ID: 3120993 Rank: 25 Score: 12.296899795532227
QueryID: 264014 Document ID: 1313260 Rank: 26 Score: 12.290499687194824
QueryID: 264014 Document ID: 3201487 Rank: 27 Score: 12.286700248718262
QueryID: 264014 Document ID: 2498165 Rank: 28 Score: 12.25510025024414
QueryID: 264014 Document ID: 1610709 Rank: 29 Score: 12.209600448608398
QueryID: 264014 Document ID: 5849270 Rank: 30 Score: 12.174400329589844
QueryID: 264014 Document ID: 5635519 Rank: 31 Score: 12.144200325012207
QueryID: 264014 Document ID: 5583426 Rank: 32 Score: 12.08180046081543
QueryID: 264014 Document ID: 1804644 Rank: 33 Score: 12.079000473022461
QueryID: 264014 Document ID: 2572557 Rank: 34 Score: 12.000100135803223
QueryID: 264014 Document ID: 4021598 Rank: 35 Score: 11.93340015411377
QueryID: 264014 Document ID: 7326934 Rank: 36 Score: 11.921899795532227
QueryID: 264014 Document ID: 96855 Rank: 37 Score: 11.914600372314453
QueryID: 264014 Document ID: 7317297 Rank: 38 Score: 11.827300071716309
QueryID: 264014 Document ID: 528372 Rank: 39 Score: 11.794400215148926
QueryID: 264014 Document ID: 684616 Rank: 40 Score: 11.725700378417969
QueryID: 264014 Document ID: 5950723 Rank: 41 Score: 11.717700004577637
QueryID: 264014 Document ID: 2438164 Rank: 42 Score: 11.712400436401367
QueryID: 264014 Document ID: 8531389 Rank: 43 Score: 11.574700355529785
QueryID: 264014 Document ID: 96857 Rank: 44 Score: 11.570500373840332
QueryID: 264014 Document ID: 96851 Rank: 45 Score: 11.560099601745605
QueryID: 264014 Document ID: 5587285 Rank: 46 Score: 11.556599617004395
QueryID: 264014 Document ID: 96856 Rank: 47 Score: 11.556598663330078
QueryID: 264014 Document ID: 1610713 Rank: 48 Score: 11.517999649047852
QueryID: 264014 Document ID: 5950725 Rank: 49 Score: 11.517499923706055
QueryID: 264014 Document ID: 8193533 Rank: 50 Score: 11.515999794006348
QueryID: 264014 Document ID: 5063302 Rank: 51 Score: 11.494799613952637
QueryID: 264014 Document ID: 96859 Rank: 52 Score: 11.4621000289917
QueryID: 264014 Document ID: 1697966 Rank: 53 Score: 11.442099571228027
QueryID: 264014 Document ID: 5896177 Rank: 54 Score: 11.433899879455566
QueryID: 264014 Document ID: 3338823 Rank: 55 Score: 11.352100372314453
QueryID: 264014 Document ID: 6105572 Rank: 56 Score: 11.335000038146973
QueryID: 264014 Document ID: 7196300 Rank: 57 Score: 11.319600105285645
QueryID: 264014 Document ID: 5104401 Rank: 58 Score: 11.25979995727539
QueryID: 264014 Document ID: 331933 Rank: 59 Score: 11.255900382995605
QueryID: 264014 Document ID: 5950722 Rank: 60 Score: 11.226099967956543
QueryID: 264014 Document ID: 3338827 Rank: 61 Score: 11.194199562072754
QueryID: 264014 Document ID: 8008355 Rank: 62 Score: 11.194198608398438
QueryID: 264014 Document ID: 5063309 Rank: 63 Score: 11.140899658203125
QueryID: 264014 Document ID: 6555322 Rank: 64 Score: 11.137900352478027
QueryID: 264014 Document ID: 2991665 Rank: 65 Score: 11.135899543762207
QueryID: 264014 Document ID: 447992 Rank: 66 Score: 11.126899719238281
QueryID: 264014 Document ID: 2420367 Rank: 67 Score: 11.084500312805176
QueryID: 264014 Document ID: 4647186 Rank: 68 Score: 11.067399978637695
QueryID: 264014 Document ID: 1610710 Rank: 69 Score: 11.065500259399414
QueryID: 264014 Document ID: 340485 Rank: 70 Score: 11.065499305725098
QueryID: 264014 Document ID: 340490 Rank: 71 Score: 11.065498352050781
QueryID: 264014 Document ID: 4125994 Rank: 72 Score: 11.065497398376465
QueryID: 264014 Document ID: 4834545 Rank: 73 Score: 11.065496444702148
QueryID: 264014 Document ID: 684618 Rank: 74 Score: 11.065495491027832
QueryID: 264014 Document ID: 8531391 Rank: 75 Score: 11.065494537353516
QueryID: 264014 Document ID: 8623794 Rank: 76 Score: 11.03909969329834
QueryID: 264014 Document ID: 3215992 Rank: 77 Score: 11.038700103759766
QueryID: 264014 Document ID: 1444280 Rank: 78 Score: 11.004199981689453
QueryID: 264014 Document ID: 1163962 Rank: 79 Score: 11.002400398254395
QueryID: 264014 Document ID: 1610711 Rank: 80 Score: 11.002399444580078
QueryID: 264014 Document ID: 3720137 Rank: 81 Score: 11.002398490905762
QueryID: 264014 Document ID: 4018134 Rank: 82 Score: 10.98799991607666
QueryID: 264014 Document ID: 3780879 Rank: 83 Score: 10.963199615478516
QueryID: 264014 Document ID: 1610706 Rank: 84 Score: 10.940099716186523
QueryID: 264014 Document ID: 3577344 Rank: 85 Score: 10.939599990844727
QueryID: 264014 Document ID: 3418861 Rank: 86 Score: 10.888799667358398
QueryID: 264014 Document ID: 7418044 Rank: 87 Score: 10.888798713684082
QueryID: 264014 Document ID: 7479686 Rank: 88 Score: 10.888797760009766
QueryID: 264014 Document ID: 1610708 Rank: 89 Score: 10.878600120544434
QueryID: 264014 Document ID: 2718300 Rank: 90 Score: 10.872599601745605
QueryID: 264014 Document ID: 3683674 Rank: 91 Score: 10.842300415039062
QueryID: 264014 Document ID: 5950719 Rank: 92 Score: 10.835200309753418
QueryID: 264014 Document ID: 4125993 Rank: 93 Score: 10.817899703979492
QueryID: 264014 Document ID: 4615176 Rank: 94 Score: 10.817898750305176
QueryID: 264014 Document ID: 8502491 Rank: 95 Score: 10.81789779663086
QueryID: 264014 Document ID: 8310921 Rank: 96 Score: 10.809000015258789
QueryID: 264014 Document ID: 5950724 Rank: 97 Score: 10.75790023803711
QueryID: 264014 Document ID: 6105566 Rank: 98 Score: 10.757899284362793
QueryID: 264014 Document ID: 5328096 Rank: 99 Score: 10.743000030517578
QueryID: 264014 Document ID: 8801660 Rank: 100 Score: 10.742999076843262
QueryID: 104861 Document ID: 459676 Rank: 1 Score: 15.019599914550781
QueryID: 104861 Document ID: 5703401 Rank: 2 Score: 14.637900352478027
QueryID: 104861 Document ID: 5703400 Rank: 3 Score: 14.294099807739258
QueryID: 104861 Document ID: 409268 Rank: 4 Score: 14.225600242614746
QueryID: 104861 Document ID: 6351571 Rank: 5 Score: 14.152799606323242
QueryID: 104861 Document ID: 8260035 Rank: 6 Score: 14.1358003616333
QueryID: 104861 Document ID: 8495099 Rank: 7 Score: 14.04419994354248
QueryID: 104861 Document ID: 459675 Rank: 8 Score: 14.00100040435791
QueryID: 104861 Document ID: 8259116 Rank: 9 Score: 13.887800216674805
QueryID: 104861 Document ID: 5864693 Rank: 10 Score: 13.744199752807617
QueryID: 104861 Document ID: 1304632 Rank: 11 Score: 13.665900230407715
QueryID: 104861 Document ID: 6658615 Rank: 12 Score: 13.5201997756958
QueryID: 104861 Document ID: 8141081 Rank: 13 Score: 13.479700088500977
QueryID: 104861 Document ID: 146178 Rank: 14 Score: 13.170900344848633
QueryID: 104861 Document ID: 1811410 Rank: 15 Score: 13.13129997253418
QueryID: 104861 Document ID: 7204477 Rank: 16 Score: 13.024299621582031
QueryID: 104861 Document ID: 6436838 Rank: 17 Score: 12.92080020904541
QueryID: 104861 Document ID: 5073463 Rank: 18 Score: 12.678899765014648
QueryID: 104861 Document ID: 8516149 Rank: 19 Score: 12.644599914550781
QueryID: 104861 Document ID: 314919 Rank: 20 Score: 12.637499809265137
QueryID: 104861 Document ID: 5379458 Rank: 21 Score: 12.597999572753906
QueryID: 104861 Document ID: 1365744 Rank: 22 Score: 12.47599983215332
QueryID: 104861 Document ID: 4961345 Rank: 23 Score: 12.31879997253418
QueryID: 104861 Document ID: 6788423 Rank: 24 Score: 12.210399627685547
QueryID: 104861 Document ID: 8400531 Rank: 25 Score: 12.196599960327148
QueryID: 104861 Document ID: 3925933 Rank: 26 Score: 12.180899620056152
QueryID: 104861 Document ID: 4930174 Rank: 27 Score: 12.166099548339844
QueryID: 104861 Document ID: 4197096 Rank: 28 Score: 12.15429973602295
QueryID: 104861 Document ID: 2600385 Rank: 29 Score: 12.11299991607666
QueryID: 104861 Document ID: 5598961 Rank: 30 Score: 12.102399826049805
QueryID: 104861 Document ID: 672931 Rank: 31 Score: 12.040599822998047
QueryID: 104861 Document ID: 7666364 Rank: 32 Score: 12.034500122070312
QueryID: 104861 Document ID: 8260037 Rank: 33 Score: 12.026700019836426
QueryID: 104861 Document ID: 6391586 Rank: 34 Score: 12.013799667358398
QueryID: 104861 Document ID: 6566321 Rank: 35 Score: 12.013798713684082
QueryID: 104861 Document ID: 5667474 Rank: 36 Score: 11.963500022888184
QueryID: 104861 Document ID: 6653676 Rank: 37 Score: 11.9621000289917
QueryID: 104861 Document ID: 2958127 Rank: 38 Score: 11.92240047454834
QueryID: 104861 Document ID: 5405670 Rank: 39 Score: 11.882100105285645
QueryID: 104861 Document ID: 5670527 Rank: 40 Score: 11.864500045776367
QueryID: 104861 Document ID: 7186729 Rank: 41 Score: 11.856100082397461
QueryID: 104861 Document ID: 5801822 Rank: 42 Score: 11.819899559020996
QueryID: 104861 Document ID: 2958133 Rank: 43 Score: 11.805899620056152
QueryID: 104861 Document ID: 5778133 Rank: 44 Score: 11.730400085449219
QueryID: 104861 Document ID: 8546162 Rank: 45 Score: 11.71030044555664
QueryID: 104861 Document ID: 1597773 Rank: 46 Score: 11.66100025177002
QueryID: 104861 Document ID: 1017092 Rank: 47 Score: 11.656900405883789
QueryID: 104861 Document ID: 1948963 Rank: 48 Score: 11.653900146484375
QueryID: 104861 Document ID: 1313691 Rank: 49 Score: 11.643600463867188
QueryID: 104861 Document ID: 8546679 Rank: 50 Score: 11.610300064086914
QueryID: 104861 Document ID: 6202527 Rank: 51 Score: 11.609600067138672
QueryID: 104861 Document ID: 5248340 Rank: 52 Score: 11.602399826049805
QueryID: 104861 Document ID: 6704672 Rank: 53 Score: 11.57800006866455
QueryID: 104861 Document ID: 5836442 Rank: 54 Score: 11.552300453186035
QueryID: 104861 Document ID: 2916636 Rank: 55 Score: 11.534000396728516
QueryID: 104861 Document ID: 5688415 Rank: 56 Score: 11.523500442504883
QueryID: 104861 Document ID: 2158194 Rank: 57 Score: 11.504899978637695
QueryID: 104861 Document ID: 6056677 Rank: 58 Score: 11.489500045776367
QueryID: 104861 Document ID: 1773805 Rank: 59 Score: 11.489100456237793
QueryID: 104861 Document ID: 5138467 Rank: 60 Score: 11.489099502563477
QueryID: 104861 Document ID: 527856 Rank: 61 Score: 11.486700057983398
QueryID: 104861 Document ID: 8138536 Rank: 62 Score: 11.472299575805664
QueryID: 104861 Document ID: 5248341 Rank: 63 Score: 11.449700355529785
QueryID: 104861 Document ID: 5607729 Rank: 64 Score: 11.427499771118164
QueryID: 104861 Document ID: 89360 Rank: 65 Score: 11.42650032043457
QueryID: 104861 Document ID: 3928196 Rank: 66 Score: 11.392900466918945
QueryID: 104861 Document ID: 5150431 Rank: 67 Score: 11.383199691772461
QueryID: 104861 Document ID: 2958131 Rank: 68 Score: 11.339699745178223
QueryID: 104861 Document ID: 2377050 Rank: 69 Score: 11.308799743652344
QueryID: 104861 Document ID: 12851 Rank: 70 Score: 11.299799919128418
QueryID: 104861 Document ID: 1995989 Rank: 71 Score: 11.298100471496582
QueryID: 104861 Document ID: 4717134 Rank: 72 Score: 11.296199798583984
QueryID: 104861 Document ID: 5688416 Rank: 73 Score: 11.27810001373291
QueryID: 104861 Document ID: 4019224 Rank: 74 Score: 11.256199836730957
QueryID: 104861 Document ID: 8131235 Rank: 75 Score: 11.252799987792969
QueryID: 104861 Document ID: 6467580 Rank: 76 Score: 11.242899894714355
QueryID: 104861 Document ID: 7817767 Rank: 77 Score: 11.23639965057373
QueryID: 104861 Document ID: 1787527 Rank: 78 Score: 11.235199928283691
QueryID: 104861 Document ID: 5150438 Rank: 79 Score: 11.228500366210938
QueryID: 104861 Document ID: 6200737 Rank: 80 Score: 11.203300476074219
QueryID: 104861 Document ID: 6585554 Rank: 81 Score: 11.201000213623047
QueryID: 104861 Document ID: 146170 Rank: 82 Score: 11.19789981842041
QueryID: 104861 Document ID: 629274 Rank: 83 Score: 11.195599555969238
QueryID: 104861 Document ID: 6200735 Rank: 84 Score: 11.19379997253418
QueryID: 104861 Document ID: 5864689 Rank: 85 Score: 11.171799659729004
QueryID: 104861 Document ID: 5396639 Rank: 86 Score: 11.165499687194824
QueryID: 104861 Document ID: 1058521 Rank: 87 Score: 11.154399871826172
QueryID: 104861 Document ID: 1017088 Rank: 88 Score: 11.15250015258789
QueryID: 104861 Document ID: 8516154 Rank: 89 Score: 11.152499198913574
QueryID: 104861 Document ID: 1017085 Rank: 90 Score: 11.1318998336792
QueryID: 104861 Document ID: 4350441 Rank: 91 Score: 11.128299713134766
QueryID: 104861 Document ID: 5138470 Rank: 92 Score: 11.103099822998047
QueryID: 104861 Document ID: 8546159 Rank: 93 Score: 11.074899673461914
