QALD2_te-67 Q0 <dbpedia:Juan_Carlos_(disambiguation)> 1 13.660900115966797 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_I_Park> 2 13.295900344848633 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_I_Antarctic_Base> 3 12.942700386047363 rank
QALD2_te-67 Q0 <dbpedia:Queen_Sofía_of_Spain> 4 12.71310043334961 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Howard> 5 12.488800048828125 rank
QALD2_te-67 Q0 <dbpedia:List_of_titles_and_honours_of_Juan_Carlos_I_of_Spain> 6 11.891400337219238 rank
QALD2_te-67 Q0 <dbpedia:Queen_Letizia_of_Spain> 7 11.657600402832031 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Real_Ruiz> 8 11.590800285339355 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Martín_Corral> 9 11.4753999710083 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Sánchez_Martínez> 10 11.475399017333984 rank
QALD2_te-67 Q0 <dbpedia:Spanish_ship_Juan_Carlos_I_(L61)> 11 11.42959976196289 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Rodríguez> 12 11.418700218200684 rank
QALD2_te-67 Q0 <dbpedia:King_Juan_Carlos_University> 13 11.338500022888184 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Dyrzka> 14 11.307100296020508 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Balaguer> 15 11.106800079345703 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Caballero> 16 11.106799125671387 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Castilla> 17 11.10679817199707 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Mandiá> 18 11.106797218322754 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Menseguez> 19 11.106796264648438 rank
QALD2_te-67 Q0 <dbpedia:Juan_Carlos_Portillo_González> 20 11.032500267028809 rank
