PLAIN-1374 Q0 MED-826 1 3.443000078201294 rank
PLAIN-1374 Q0 MED-3429 2 3.1749000549316406 rank
PLAIN-1374 Q0 MED-3398 3 3.030600070953369 rank
PLAIN-1374 Q0 MED-3434 4 2.924299955368042 rank
PLAIN-1374 Q0 MED-828 5 2.9242990016937256 rank
PLAIN-1374 Q0 MED-3673 6 2.898900032043457 rank
PLAIN-1374 Q0 MED-5223 7 2.888400077819824 rank
PLAIN-1374 Q0 MED-1647 8 2.8738999366760254 rank
PLAIN-1374 Q0 MED-3940 9 2.8729000091552734 rank
PLAIN-1374 Q0 MED-3428 10 2.8642001152038574 rank
PLAIN-1374 Q0 MED-3247 11 2.8575000762939453 rank
PLAIN-1374 Q0 MED-1010 12 2.797499895095825 rank
PLAIN-1374 Q0 MED-4664 13 2.7355000972747803 rank
PLAIN-1374 Q0 MED-4747 14 2.725600004196167 rank
PLAIN-1374 Q0 MED-5218 15 2.72160005569458 rank
PLAIN-1374 Q0 MED-1595 16 2.7165000438690186 rank
PLAIN-1374 Q0 MED-4157 17 2.716499090194702 rank
PLAIN-1374 Q0 MED-4013 18 2.7153000831604004 rank
PLAIN-1374 Q0 MED-3424 19 2.7121999263763428 rank
PLAIN-1374 Q0 MED-2694 20 2.70770001411438 rank
PLAIN-1374 Q0 MED-4147 21 2.6663999557495117 rank
PLAIN-1374 Q0 MED-1592 22 2.661600112915039 rank
PLAIN-1374 Q0 MED-1594 23 2.6615991592407227 rank
PLAIN-1374 Q0 MED-4663 24 2.6428000926971436 rank
PLAIN-1374 Q0 MED-820 25 2.631999969482422 rank
PLAIN-1374 Q0 MED-3439 26 2.614799976348877 rank
PLAIN-1374 Q0 MED-3425 27 2.6089999675750732 rank
PLAIN-1374 Q0 MED-3430 28 2.608999013900757 rank
PLAIN-1374 Q0 MED-5150 29 2.6089980602264404 rank
PLAIN-1374 Q0 MED-1460 30 2.589400053024292 rank
PLAIN-1374 Q0 MED-2444 31 2.5893990993499756 rank
PLAIN-1374 Q0 MED-3436 32 2.589398145675659 rank
PLAIN-1374 Q0 MED-746 33 2.5893969535827637 rank
PLAIN-1374 Q0 MED-965 34 2.5893959999084473 rank
PLAIN-1374 Q0 MED-1521 35 2.5831000804901123 rank
PLAIN-1374 Q0 MED-4756 36 2.583099126815796 rank
PLAIN-1374 Q0 MED-3407 37 2.564500093460083 rank
PLAIN-1374 Q0 MED-4642 38 2.5617001056671143 rank
PLAIN-1374 Q0 MED-4962 39 2.5427000522613525 rank
PLAIN-1374 Q0 MED-954 40 2.539400100708008 rank
PLAIN-1374 Q0 MED-4162 41 2.533400058746338 rank
PLAIN-1374 Q0 MED-3794 42 2.5174999237060547 rank
PLAIN-1374 Q0 MED-835 43 2.5174989700317383 rank
PLAIN-1374 Q0 MED-1575 44 2.5107998847961426 rank
PLAIN-1374 Q0 MED-1763 45 2.503200054168701 rank
PLAIN-1374 Q0 MED-3959 46 2.496000051498413 rank
PLAIN-1374 Q0 MED-4022 47 2.4925999641418457 rank
PLAIN-1374 Q0 MED-4757 48 2.476599931716919 rank
PLAIN-1374 Q0 MED-4897 49 2.4765989780426025 rank
PLAIN-1374 Q0 MED-1062 50 2.469599962234497 rank
PLAIN-1374 Q0 MED-1373 51 2.4695990085601807 rank
PLAIN-1374 Q0 MED-330 52 2.4695980548858643 rank
PLAIN-1374 Q0 MED-3438 53 2.4695968627929688 rank
PLAIN-1374 Q0 MED-4752 54 2.4621999263763428 rank
PLAIN-1374 Q0 MED-1714 55 2.4540998935699463 rank
PLAIN-1374 Q0 MED-1610 56 2.428100109100342 rank
PLAIN-1374 Q0 MED-1765 57 2.4251999855041504 rank
PLAIN-1374 Q0 MED-1474 58 2.4247000217437744 rank
PLAIN-1374 Q0 MED-2077 59 2.424699068069458 rank
PLAIN-1374 Q0 MED-3417 60 2.4246981143951416 rank
PLAIN-1374 Q0 MED-3420 61 2.424696922302246 rank
PLAIN-1374 Q0 MED-4152 62 2.39490008354187 rank
PLAIN-1374 Q0 MED-2175 63 2.3814001083374023 rank
PLAIN-1374 Q0 MED-3396 64 2.381399154663086 rank
PLAIN-1374 Q0 MED-3426 65 2.3813982009887695 rank
PLAIN-1374 Q0 MED-3431 66 2.381397008895874 rank
PLAIN-1374 Q0 MED-4185 67 2.3813960552215576 rank
PLAIN-1374 Q0 MED-5090 68 2.3785998821258545 rank
PLAIN-1374 Q0 MED-5292 69 2.378598928451538 rank
PLAIN-1374 Q0 MED-3919 70 2.3759000301361084 rank
PLAIN-1374 Q0 MED-2006 71 2.3468000888824463 rank
PLAIN-1374 Q0 MED-2086 72 2.34679913520813 rank
PLAIN-1374 Q0 MED-3421 73 2.339600086212158 rank
PLAIN-1374 Q0 MED-3427 74 2.339599132537842 rank
PLAIN-1374 Q0 MED-3433 75 2.3395981788635254 rank
PLAIN-1374 Q0 MED-3440 76 2.33959698677063 rank
PLAIN-1374 Q0 MED-1613 77 2.3157999515533447 rank
PLAIN-1374 Q0 MED-332 78 2.3157989978790283 rank
PLAIN-1374 Q0 MED-3932 79 2.315798044204712 rank
PLAIN-1374 Q0 MED-4222 80 2.3157968521118164 rank
PLAIN-1374 Q0 MED-1036 81 2.3132998943328857 rank
PLAIN-1374 Q0 MED-5276 82 2.2992000579833984 rank
PLAIN-1374 Q0 MED-1766 83 2.290600061416626 rank
PLAIN-1374 Q0 MED-3700 84 2.285599946975708 rank
PLAIN-1374 Q0 MED-4753 85 2.2855989933013916 rank
PLAIN-1374 Q0 MED-5001 86 2.285598039627075 rank
